Date,Track,Artist,Album
2017-05-02 19:23:12-03:00,woRK frOm HoMe,Fifth Harmony,Work from Home
2017-05-02 19:18:34-03:00,Causing A Commotion - Soundtrack,Madonna,Who's That Girl Soundtrack
2017-05-02 19:14:24-03:00,Visitarte,Fármacos,Estado de Gracia
2017-05-02 19:11:36-03:00,Lejos de Mi Alcance,Miranda!,Fuerte
2017-05-02 19:07:32-03:00,Tormenta,Alex Anwandter,Rebeldes
2017-05-02 19:02:52-03:00,Bailarina - En Vivo,Miranda!,En vivo sin Restricciones!
2017-05-02 18:57:14-03:00,Por la Ventana,Gepe,Audiovision
2017-05-02 08:08:56-03:00,Mi Derrota,Dënver,Sangre Cita
2017-05-02 08:06:40-03:00,Lejos de Mi Alcance,Miranda!,Fuerte
2017-05-02 07:59:53-03:00,La Joya,Javiera Mena,Otra Era
2017-05-02 07:58:08-03:00,Inbetween Days,The Cure,Greatest Hits
2017-05-02 07:53:48-03:00,Mujer,Alex Anwandter,Amiga
2017-05-02 07:51:07-03:00,Locked Out,Red Wire Black Wire,Compass EP
2017-05-02 07:46:24-03:00,Lejos de Mi Alcance,Miranda!,Fuerte
2017-05-02 07:40:58-03:00,La Carretera,Javiera Mena,Otra Era
2017-05-02 07:36:46-03:00,"Que Se Acabe el Mundo, por Favor",Alex Anwandter,Rebeldes
2017-05-02 07:32:26-03:00,Causing A Commotion - Soundtrack,Madonna,Who's That Girl Soundtrack
2017-05-02 07:27:01-03:00,Fuck Forever,Babyshambles,Down In Albion (International Edition)
2017-05-02 07:23:17-03:00,Sufrir,Javiera Mena,Mena
2017-05-02 07:17:47-03:00,Merry Happy,Kate Nash,Made of Bricks (International Version)
2017-05-02 07:11:51-03:00,No dejes que me calme,Fármacos,Estado de Gracia
2017-05-02 07:08:31-03:00,Causing A Commotion - Soundtrack,Madonna,Who's That Girl Soundtrack
2017-05-01 21:42:46-03:00,Esquemas juveniles,Javiera Mena,Esquemas juveniles
2017-05-01 21:39:36-03:00,MAI LOV,Dënver,Sangre Cita
2017-05-01 21:34:58-03:00,Agua,Miranda!,Es Mentira
2017-05-01 21:31:32-03:00,Hummer,Foals,Hummer
2017-05-01 21:24:20-03:00,Pide,Javiera Mena,Otra Era
2017-05-01 20:35:22-03:00,Celebration,Madonna,Celebration
2017-05-01 20:30:38-03:00,Agua,Miranda!,Es Mentira
2017-05-01 20:18:33-03:00,Vogue - Live,Madonna,I'm Going To Tell You A Secret (Audio Only DMD)
2017-05-01 20:12:16-03:00,Miles Away - Live Bonus Track,Madonna,Sticky & Sweet Tour
2017-05-01 20:07:20-03:00,Papa Don't Preach,Madonna,Celebration
2017-05-01 20:03:17-03:00,La Isla Bonita,Madonna,Celebration
2017-05-01 19:59:16-03:00,Material Girl,Madonna,Celebration
2017-05-01 19:53:47-03:00,Vogue - Live,Madonna,I'm Going To Tell You A Secret (Audio Only DMD)
2017-05-01 19:48:55-03:00,Causing A Commotion - Soundtrack,Madonna,Who's That Girl Soundtrack
2017-05-01 19:45:17-03:00,Open Your Heart,Madonna,Celebration
2017-05-01 19:29:55-03:00,Express Yourself,Madonna,Celebration
2017-05-01 19:25:57-03:00,Sorry,Madonna,Celebration
2017-05-01 19:15:32-03:00,Vogue - Live,Madonna,I'm Going To Tell You A Secret (Audio Only DMD)
2017-05-01 19:07:20-03:00,Express Yourself - MDNA World Tour / Live 2012,Madonna,MDNA World Tour
2017-05-01 18:58:59-03:00,Move,Cansei de Ser Sexy,Donkey
2017-05-01 18:52:35-03:00,Tibias,Big Big Love,Friendship
2017-05-01 17:58:11-03:00,Causing A Commotion - Soundtrack,Madonna,Who's That Girl Soundtrack
2017-05-01 17:54:35-03:00,Ahora Que Soy Cantante,Miranda!,Fuerte
2017-05-01 17:50:41-03:00,Lejos de Mi Alcance,Miranda!,Fuerte
2017-05-01 17:47:10-03:00,743,Miranda!,Fuerte
2017-05-01 17:43:41-03:00,You Can Do Better Than Me,Death Cab for Cutie,Narrow Stairs
2017-05-01 17:38:57-03:00,Dirrty,Christina Aguilera,Stripped
2017-05-01 17:34:42-03:00,Stars Are Blind - Luny Tunes Remix feat. Wisin and Yandel,Paris Hilton,Stars Are Blind
2017-05-01 17:26:25-03:00,All the Things She Said,t.A.T.u.,t.A.T.u. - The Best
2017-05-01 17:23:47-03:00,Booty,Jennifer Lopez,Booty
2017-05-01 17:19:31-03:00,Fighter,Christina Aguilera,Stripped
2017-05-01 17:12:52-03:00,Dancing On My Own - Radio Version,Robyn,Body Talk Pt. 1
2017-05-01 17:10:30-03:00,Untouched,The Veronicas,Hook Me Up (US Version)
2017-05-01 17:04:12-03:00,Causing A Commotion - Soundtrack,Madonna,Who's That Girl Soundtrack
2017-05-01 17:00:27-03:00,Work B**ch,Britney Spears,Britney Jean (Deluxe Version)
2017-05-01 16:47:20-03:00,Borderline,Madonna,Celebration (double disc version)
2017-05-01 16:43:19-03:00,Borderline,Madonna,Celebration (double disc version)
2017-05-01 16:38:35-03:00,"Que Se Acabe el Mundo, por Favor",Alex Anwandter,Rebeldes
2017-05-01 16:33:47-03:00,Float On,Modest Mouse,Good News For People Who Love Bad News
2017-04-30 16:51:20-03:00,"CALIENTE, CALIENTE",Raffaella carrà,Grandes Exitos
2017-04-28 21:15:53-03:00,Tatuaje,Alex Anwandter,Rebeldes
2017-04-28 21:11:28-03:00,Sol de invierno,Javiera Mena,Esquemas juveniles
2017-04-28 21:06:58-03:00,torneo local,Dënver,Fuera de Campo
2017-04-28 21:02:44-03:00,Love Like Mine,Miami Horror,All Possible Futures
2017-04-28 20:50:56-03:00,Cuando hablamos,Javiera Mena,Esquemas juveniles
2017-04-28 20:46:41-03:00,Espada,Javiera Mena,Otra Era
2017-04-28 20:42:13-03:00,Espero,Marineros,O marineros
2017-04-28 20:38:58-03:00,Consolation Prizes,Phoenix,It's Never Been Like That (Deluxe Version)
2017-04-28 20:36:40-03:00,Romix - En vivo,Miranda!,Miranda! Vivo
2017-04-28 20:32:49-03:00,Starboy,The Weeknd,Starboy
2017-04-28 20:30:33-03:00,Hummer,Foals,Hummer
2017-04-28 12:58:38-03:00,Real Slow,Miami Horror,Real Slow
2017-04-28 12:53:18-03:00,Amárrame,Mon Laferte,Amárrame
2017-04-28 12:47:33-03:00,National Anthem,Lana Del Rey,Born to Die - The Paradise Edition
2017-04-28 12:42:48-03:00,Siempre Tú,Fármacos,Estado de Gracia
2017-04-28 12:36:08-03:00,Los adolescentes,Dënver,"Música, Gramática, Gimnasia"
2017-04-28 12:34:02-03:00,Starboy,The Weeknd,Starboy
2017-04-28 12:27:36-03:00,EL FONDO DEL BARRO,Dënver,Sangre Cita
2017-04-28 12:25:00-03:00,En La Naturaleza (4-3-2-1-0),Gepe,GP
2017-04-28 12:22:32-03:00,Arrasando - Original Version,Thalía,Arrasando
2017-04-28 12:18:06-03:00,Naïve,The Kooks,Inside In / Inside Out
2017-04-28 12:14:08-03:00,No dejes que me calme,Fármacos,Estado de Gracia
2017-04-27 19:26:24-03:00,Such Great Heights,The Postal Service,Give Up
2017-04-27 19:17:10-03:00,No dejes que me calme,Fármacos,Estado de Gracia
2017-04-27 08:19:24-03:00,Otra Era,Javiera Mena,Otra Era
2017-04-27 08:14:23-03:00,Los olores de tu alma,Javiera Mena,Otra Era
2017-04-27 08:10:17-03:00,Shape of You,Ed Sheeran,÷ (Deluxe)
2017-04-27 08:05:33-03:00,Dirrty,Christina Aguilera,Stripped
2017-04-27 08:02:07-03:00,Stars Are Blind - Luny Tunes Remix feat. Wisin and Yandel,Paris Hilton,Stars Are Blind
2017-04-27 07:57:20-03:00,What You Know,Two Door Cinema Club,Tourist History
2017-04-27 07:52:11-03:00,Consolation Prizes,Phoenix,It's Never Been Like That (Deluxe Version)
2017-04-26 21:16:28-03:00,Just Another Day,Lady Gaga,JOANNE (Deluxe)
2017-04-26 21:12:52-03:00,Part of Me,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection
2017-04-26 21:09:51-03:00,Running Blind,t.A.T.u.,Waste Management
2017-04-26 21:06:12-03:00,Daydreamin',Ariana Grande,Yours Truly
2017-04-26 21:02:50-03:00,All In My Head (Flex),Fifth Harmony,7/27 (Deluxe)
2017-04-26 20:58:27-03:00,Love Song,Sara Bareilles,Little Voice
2017-04-26 20:53:34-03:00,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",Christina Aguilera,Moulin Rouge [Soundtrack (International Version)]
2017-04-26 20:48:21-03:00,Super Bass,Nicki Minaj,Pink Friday
2017-04-26 20:45:12-03:00,Burn,Ellie Goulding,Halcyon Days
2017-04-26 20:41:40-03:00,All the Things She Said,t.A.T.u.,t.A.T.u. - The Best
2017-04-26 20:32:14-03:00,On My Mind,Ellie Goulding,Delirium (Deluxe)
2017-04-26 15:51:54-03:00,Spice Up Your Life,Spice Girls,Spiceworld
2017-04-26 15:49:56-03:00,L8 CMMR,Lily Allen,Sheezus (Special Edition)
2017-04-26 15:45:09-03:00,Naughty,Gwen Stefani,This Is What the Truth Feels Like
2017-04-26 15:42:17-03:00,BO$$,Fifth Harmony,Reflection (Deluxe)
2017-04-26 15:38:25-03:00,Teenage Dream,Katy Perry,Katy Perry - Teenage Dream: The Complete Confection
2017-04-26 15:34:25-03:00,Burn,Ellie Goulding,Halcyon Days
2017-04-26 15:30:53-03:00,All the Things She Said,t.A.T.u.,t.A.T.u. - The Best
2017-04-26 15:23:17-03:00,The Sweet Escape,Gwen Stefani,The Sweet Escape (International Version)
2017-04-26 15:19:02-03:00,Untouched,The Veronicas,Hook Me Up (US Version)
2017-04-26 15:15:12-03:00,Milkshake,Kelis,Tasty
2017-04-26 15:10:12-03:00,All In My Head (Flex),Fifth Harmony,7/27 (Deluxe)
2017-04-26 15:06:59-03:00,Stars Are Blind - Luny Tunes Remix feat. Wisin and Yandel,Paris Hilton,Stars Are Blind
2017-04-25 08:16:02-03:00,0303456 - 1999 vrs,Raffaella carrà,Fiesta
2017-04-25 08:11:03-03:00,Traición,Alex Anwandter,Amiga
2017-04-25 08:07:33-03:00,Closer,Tegan and Sara,Heartthrob
2017-04-25 08:02:26-03:00,"Sincronía, Pegaso",Javiera Mena,Otra Era
2017-04-25 07:58:30-03:00,Amiga,Alex Anwandter,Amiga
2017-04-25 07:55:50-03:00,I'm A Slave 4 U - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-04-25 07:52:41-03:00,La jardinera,Violeta Parra,El Folklore Y La Pasión
2017-04-25 07:48:23-03:00,No dejes que me calme,Fármacos,Estado de Gracia
2017-04-24 18:47:28-03:00,Dirrty,Christina Aguilera,Stripped
2017-04-24 18:44:48-03:00,The Sweet Escape,Gwen Stefani,The Sweet Escape (International Version)
2017-04-24 18:41:17-03:00,Booty,Jennifer Lopez,Booty
2017-04-24 18:37:04-03:00,Untouched,The Veronicas,Hook Me Up (US Version)
2017-04-24 18:31:34-03:00,Mi Derrota,Dënver,Sangre Cita
2017-04-24 18:27:24-03:00,Love Like Mine,Miami Horror,All Possible Futures
2017-04-24 18:23:11-03:00,torneo local,Dënver,Fuera de Campo
2017-04-24 18:19:32-03:00,Get Ur Freak On,Missy Elliott,Miss E...So Addictive
2017-04-24 18:15:13-03:00,Mujer,Alex Anwandter,Amiga
2017-04-24 18:11:44-03:00,Float On,Modest Mouse,Good News For People Who Love Bad News
2017-04-24 08:29:50-03:00,Cómo Puedes Vivir Contigo Mismo?,Alex Anwandter,Rebeldes
2017-04-24 08:23:57-03:00,What Became of the Likely Lads,The Libertines,The Libertines
2017-04-24 08:17:21-03:00,Starboy,The Weeknd,Starboy
2017-04-24 08:12:47-03:00,Casa latina,Odisea,Odisea
2017-04-24 08:10:25-03:00,Por la Ventana,Gepe,Audiovision
2017-04-24 08:05:33-03:00,Tucán,Miranda!,Magistral
2017-04-24 08:03:25-03:00,Locked Out,Red Wire Black Wire,Compass EP
2017-04-24 08:00:18-03:00,743,Miranda!,743
2017-04-24 07:55:34-03:00,torneo local,Dënver,Fuera de Campo
2017-04-24 07:52:27-03:00,Love Like Mine,Miami Horror,All Possible Futures
2017-04-23 22:32:16-03:00,Lisztomania,Phoenix,Lisztomania
2017-04-23 22:20:20-03:00,Express - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,Burlesque Original Motion Picture Soundtrack
2017-04-23 22:11:27-03:00,Belleza,Fármacos,Belleza
2017-04-23 22:07:39-03:00,Eras mi persona favorita,Teleradio Donoso,Gran Santiago
2017-04-23 22:04:03-03:00,No Pero No - En Vivo,Miranda!,Luna Magistral
2017-04-23 21:59:35-03:00,Cuando hablamos,Javiera Mena,Esquemas juveniles
2017-04-23 21:55:46-03:00,Como una Estrella,Alex Anwandter,Rebeldes
2017-04-23 21:25:45-03:00,All the Things She Said,t.A.T.u.,200 KM/H In The Wrong Lane (10th Anniversary Edition)
2017-04-23 21:06:07-03:00,Si Me Esperas Voy,Elandh,Si Me Esperas Voy
2017-04-23 21:01:49-03:00,No dejes que me calme,Fármacos,Estado de Gracia
2017-04-23 20:55:18-03:00,Real Slow,Miami Horror,All Possible Futures
2017-04-23 20:52:51-03:00,Hoy - En Vivo,Miranda!,En vivo sin Restricciones!
2017-04-23 20:49:22-03:00,Yo te dire - En Vivo,Miranda!,En vivo sin Restricciones!
2017-04-23 20:34:32-03:00,Tu guru - En vivo,Miranda!,En vivo sin Restricciones!
2017-04-23 20:28:33-03:00,Casualidad - En Vivo,Miranda!,En vivo sin Restricciones!
2017-04-23 20:24:44-03:00,Mentira - En Vivo,Miranda!,En vivo sin Restricciones!
2017-04-23 20:20:11-03:00,Tu juego - En Vivo,Miranda!,En vivo sin Restricciones!
2017-04-23 20:17:09-03:00,Otra vez - vivo,Miranda!,En vivo sin Restricciones!
2017-04-23 20:12:21-03:00,Romix - En vivo,Miranda!,Es Mentira Vivo
2017-04-23 20:08:20-03:00,Casualidad - En Vivo,Miranda!,Es Mentira Vivo
2017-04-23 20:04:18-03:00,Tu Juego - Remix,Miranda!,Es Mentira Vivo
2017-04-23 20:01:00-03:00,Romix - Remix,Miranda!,Es Mentira Vivo
2017-04-23 19:57:10-03:00,Mentira - En Vivo,Miranda!,Es Mentira Vivo
2017-04-23 19:51:31-03:00,Agua - En Vivo,Miranda!,Es Mentira Vivo
2017-04-23 19:47:05-03:00,Iman - En Vivo,Miranda!,Es Mentira Vivo
2017-04-23 19:43:50-03:00,Bailarina - Remix,Miranda!,Es Mentira Vivo
2017-04-23 19:37:23-03:00,Tu juego - En Vivo,Miranda!,Es Mentira Vivo
2017-04-23 19:32:36-03:00,Romix - En vivo,Miranda!,Es Mentira Vivo
2017-04-23 19:29:59-03:00,Bailarina - En Vivo,Miranda!,Es Mentira Vivo
2017-04-23 19:26:57-03:00,743,Miranda!,Fuerte
2017-04-23 19:22:35-03:00,Death on the Stairs - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-04-23 19:18:23-03:00,Diane Keaton,Dënver,"Música, Gramática, Gimnasia"
2017-04-23 19:13:37-03:00,Real Slow,Miami Horror,Real Slow
2017-04-23 19:10:33-03:00,Radar - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-04-23 19:07:06-03:00,743,Miranda!,743
2017-04-23 19:02:47-03:00,No dejes que me calme,Fármacos,Estado de Gracia
2017-04-23 19:00:02-03:00,Music When the Lights Go Out - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-04-23 18:26:38-03:00,Para decir adiós,Yuri,Acompañame
2017-04-23 18:22:49-03:00,Desde Esa Noche,Thalía,LATINA
2017-04-23 18:18:26-03:00,Amante Bandido,Miguel Bosé,Bravo Bosé - 30 Grandes Exitos
2017-04-23 18:10:47-03:00,Cosas del Amor,Ana Gabriel,30 Grandes Exitos Un Tu Corazon
2017-04-23 18:04:12-03:00,Men's Needs,The Cribs,"Men's Needs, Women's Needs, Whatever (Standard Version)"
2017-04-23 18:01:06-03:00,Consolation Prizes,Phoenix,It's Never Been Like That (Deluxe Version)
2017-04-23 17:58:28-03:00,Ocean Breathes Salty,Modest Mouse,Good News For People Who Love Bad News
2017-04-23 17:54:51-03:00,Campus,Vampire Weekend,Vampire Weekend
2017-04-23 17:48:38-03:00,If I Ever Feel Better,Phoenix,United
2017-04-23 17:45:58-03:00,Tranquilize,The Killers,Sawdust
2017-04-23 17:41:57-03:00,Truth,Bloc Party,Four
2017-04-23 17:37:53-03:00,The Dark of the Matinée,Franz Ferdinand,Franz Ferdinand
2017-04-23 17:34:12-03:00,Heads Will Roll,Yeah Yeah Yeahs,It's Blitz!
2017-04-23 17:33:05-03:00,(Shiva),Kasabian,48:13 (Deluxe)
2017-04-23 17:27:31-03:00,Cape Cod Kwassa Kwassa,Vampire Weekend,Vampire Weekend
2017-04-23 17:22:59-03:00,Like A Friend,Pulp,This Is Hardcore Deluxe Edition (2 CD )
2017-04-23 17:19:21-03:00,Everyday I Love You Less and Less,Kaiser Chiefs,Souvenir : The Singles 2004 - 2012
2017-04-23 17:14:51-03:00,Moving To New York,The Wombats,"Proudly Present....A Guide To Love, Loss & Desperation"
2017-04-23 17:11:03-03:00,Long Distance Call,Phoenix,It's Never Been Like That (Deluxe Version)
2017-04-23 17:06:26-03:00,Float On,Modest Mouse,Good News For People Who Love Bad News
2017-04-23 17:01:50-03:00,What You Know - Live At Brixton Academy|London / 2012,Two Door Cinema Club,Beacon (Deluxe Version)
2017-04-23 16:58:53-03:00,Hummer,Foals,Hummer
2017-04-23 16:55:46-03:00,Junk of the Heart (Happy),The Kooks,Junk of the Heart
2017-04-23 16:52:02-03:00,1901,Phoenix,Wolfgang Amadeus Phoenix
2017-04-23 16:47:49-03:00,Sheezus,Lily Allen,Sheezus (Special Edition)
2017-04-23 16:44:39-03:00,Tucán,Miranda!,Magistral
2017-04-23 16:41:32-03:00,For What Reason,Death Cab for Cutie,We Have the Facts and We're Voting Yes
2017-04-23 16:37:08-03:00,Love Like Mine,Miami Horror,All Possible Futures
2017-04-23 16:30:39-03:00,Focus,Ariana Grande,Focus
2017-04-23 16:27:13-03:00,The Fear,Lily Allen,"It's Not Me, It's You [Special Edition]"
2017-04-23 16:22:31-03:00,Gimme More - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-04-23 16:17:24-03:00,Borderline,Madonna,Celebration (double disc version)
2017-04-23 16:14:14-03:00,Nothing in This World,Paris Hilton,Paris (U.S. Standard Version)
2017-04-23 16:10:53-03:00,Your Type,Carly Rae Jepsen,Emotion
2017-04-23 16:07:22-03:00,Lights,Ellie Goulding,Halcyon Days
2017-04-23 16:03:24-03:00,Dance Again,Jennifer Lopez,Dance Again...The Hits
2017-04-23 15:59:38-03:00,Call Your Girlfriend,Robyn,Body Talk
2017-04-23 15:57:06-03:00,Bless the Telephone,Kelis,Food
2017-04-23 15:53:20-03:00,Scheiße,Lady Gaga,Born This Way (International Special Edition Version)
2017-04-23 15:49:31-03:00,No Good Advice,Girls Aloud,Ten (Deluxe Edition)
2017-04-23 15:45:58-03:00,All the Things She Said,t.A.T.u.,t.A.T.u. - The Best
2017-04-23 15:42:34-03:00,This Is How We Do,Katy Perry,PRISM (Deluxe)
2017-04-23 15:38:55-03:00,Kill Em With Kindness,Selena Gomez,Revival (Deluxe)
2017-04-23 15:35:29-03:00,Misery,Gwen Stefani,This Is What the Truth Feels Like
2017-04-23 15:31:54-03:00,woRK frOm HoMe,Fifth Harmony,7/27 (Deluxe)
2017-04-23 15:27:21-03:00,If,Janet Jackson,Janet
2017-04-23 15:23:23-03:00,Who'd Have Known - Acoustic,Lily Allen,"It's Not Me, It's You [Special Edition]"
2017-04-23 15:19:29-03:00,Murder on the Dancefloor,Sophie Ellis-Bextor,Read My Lips
2017-04-23 15:15:30-03:00,Believe,Cher,Believe
2017-04-23 15:11:21-03:00,Work B**ch,Britney Spears,Britney Jean (Deluxe Version)
2017-04-23 15:06:22-03:00,Dirrty,Christina Aguilera,Stripped
2017-04-23 15:02:53-03:00,Just a Girl,No Doubt,Tragic Kingdom
2017-04-23 14:59:13-03:00,Work,Rihanna,Anti (Deluxe)
2017-04-23 14:54:58-03:00,Untouched,The Veronicas,Hook Me Up (US Version)
2017-04-23 14:51:56-03:00,Still Falling For You - Laibert Remix,Ellie Goulding,Still Falling For You (Laibert Remix)
2017-04-23 14:48:30-03:00,Turn Off the Light,Nelly Furtado,"Whoa, Nelly! (Special Edition)"
2017-04-23 14:44:48-03:00,L8 CMMR,Lily Allen,Sheezus (Special Edition)
2017-04-23 14:41:20-03:00,Rare,Gwen Stefani,This Is What the Truth Feels Like
2017-04-23 14:37:58-03:00,Something New,Girls Aloud,Ten (Deluxe Edition)
2017-04-23 14:34:25-03:00,Overprotected - The Darkchild Remix - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-04-23 14:30:01-03:00,L8 CMMR,Lily Allen,Sheezus (Special Edition)
2017-04-23 14:25:42-03:00,No dejes que me calme,Fármacos,Estado de Gracia
2017-04-22 23:30:10-03:00,A Simple Motion,t.A.T.u.,200 KM/H In The Wrong Lane (10th Anniversary Edition)
2017-04-22 23:26:36-03:00,All the Things She Said,t.A.T.u.,200 KM/H In The Wrong Lane (10th Anniversary Edition)
2017-04-22 23:23:07-03:00,Real Slow,Miami Horror,Real Slow
2017-04-22 23:18:23-03:00,The Sweet Escape,Gwen Stefani,The Sweet Escape (International Version)
2017-04-22 23:14:23-03:00,Si te vas,Shakira,Grandes Exitos
2017-04-22 23:06:35-03:00,Fighter,Christina Aguilera,Stripped
2017-04-22 23:01:44-03:00,Como siempre soñé,Javiera Mena,Esquemas juveniles
2017-04-22 22:58:18-03:00,3,Britney Spears,The Essential Britney Spears (Remastered)
2017-04-22 22:54:37-03:00,Fuck You,Lily Allen,"It's Not Me, It's You"
2017-04-22 22:49:51-03:00,"Sincronía, Pegaso",Javiera Mena,Otra Era
2017-04-22 22:46:17-03:00,Gives You Hell,The All-American Rejects,When the World Comes Down
2017-04-22 22:42:54-03:00,Horrorshow - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-04-22 22:39:03-03:00,profundidad de campo,Dënver,Fuera de Campo
2017-04-22 22:35:44-03:00,Tennis Court,Lorde,Pure Heroine
2017-04-22 22:31:54-03:00,Mentira - En Vivo,Miranda!,En vivo sin Restricciones!
2017-04-22 22:29:11-03:00,En el Amor Todo Es Empezar (A far l'amore comincia tu) - Spanish Version,Raffaella carrà,Tutto Carra'
2017-04-22 22:25:44-03:00,Misery,Gwen Stefani,This Is What the Truth Feels Like
2017-04-22 22:22:33-03:00,MAI LOV,Dënver,Sangre Cita
2017-04-22 22:18:35-03:00,I Could Say - Acoustic,Lily Allen,"It's Not Me, It's You [Special Edition]"
2017-04-22 22:13:41-03:00,Hasta la verdad,Javiera Mena,Mena
2017-04-22 22:10:28-03:00,Team,Lorde,Pure Heroine
2017-04-22 22:07:17-03:00,Tucán,Miranda!,Magistral
2017-04-22 22:04:11-03:00,Noche profunda,Dënver,Sangre Cita
2017-04-22 21:59:31-03:00,Bailarina - En Vivo,Miranda!,En vivo sin Restricciones!
2017-04-22 21:55:31-03:00,Te Enamoraste,Alex Anwandter,Amiga
2017-04-22 21:51:59-03:00,Get Ur Freak On,Missy Elliott,Miss E...So Addictive
2017-04-22 21:49:07-03:00,What Would Steve Do?,Mumm-Ra,What Would Steve Do?
2017-04-22 21:46:01-03:00,Hola,Miranda!,El Disco De Tu Corazón
2017-04-22 21:41:42-03:00,Romix - En vivo,Miranda!,Miranda! Vivo
2017-04-22 21:36:57-03:00,Esquemas juveniles,Javiera Mena,Esquemas juveniles
2017-04-22 21:33:20-03:00,If U Seek Amy - Remastered,Britney Spears,The Essential Britney Spears (Remastered)
2017-04-22 21:29:21-03:00,Yo Te Diré - En Vivo,Miranda!,Luna Magistral
2017-04-22 21:25:41-03:00,Siempre Es Viernes en Mi Corazón,Alex Anwandter,Amiga
2017-04-22 21:22:14-03:00,743,Miranda!,743
2017-04-22 21:17:56-03:00,No dejes que me calme,Fármacos,Estado de Gracia
2017-04-22 18:44:42-03:00,Fruta y Té,Gepe,GP
2017-04-22 18:40:50-03:00,Inteligencia Dormida,Pedropiedra,Pedropiedra
2017-04-22 18:37:44-03:00,Nadie como tú - Versión acústica,Miranda!,Safari
2017-04-22 18:32:55-03:00,La Carretera,Javiera Mena,Otra Era
2017-04-22 18:29:08-03:00,Mi Derrota,Dënver,Sangre Cita
2017-04-22 18:23:47-03:00,Siempre Tú,Fármacos,Estado de Gracia
2017-04-22 18:19:18-03:00,"Que Se Acabe el Mundo, por Favor",Alex Anwandter,Rebeldes
2017-04-22 18:15:54-03:00,Enamorado De Ti,Glup!,Wellcome Polinesia
2017-04-22 18:10:36-03:00,El jardín,Kali Mutsa,Souvenance
